"AÑO;CATEGORÍA;PELÍCULA;GANÓ;ESTUDIO;STREAMING"
"2022;MEJOR GUION ORIGINAL;The Worst Person in the World;NO;;;"
"2022;MEJOR GUION ADAPTADO;CODA;SI;Apple TV+;SI"
"2022;MEJOR GUION ADAPTADO;Drive My Car;NO;The Criterion Collection;NO"
"2022;MEJOR GUION ADAPTADO;Dune;NO;Warner Bros. Pictures;NO"
"2022;MEJOR GUION ADAPTADO;The Lost Daughter;NO;Netflix;SI"
"2022;MEJOR GUION ADAPTADO;The Power of the Dog;NO;Netflix;SI"
"2022;MEJOR CANCIÓN ORIGINAL;No Time to Die;SI;Eon Productions Metro-Goldwyn-Mayer (MGM) y Universal Pictures;NO"
"2022;MEJOR CANCIÓN ORIGINAL;King Richard;NO;Warner Bros. Pictures;NO"
"2022;MEJOR CANCIÓN ORIGINAL;Encanto;NO;Walt Disney Studios Motion Pictures;NO"
"2022;MEJOR CANCIÓN ORIGINAL;Belfast;NO;Focus Features;NO"
"2022;MEJOR CANCIÓN ORIGINAL;Four Good Days;NO;"
"2022;MEJOR LARGOMETRAJE DOCUMENTAL;Summer of Soul;SI;Searchlight Pictures; HULU;SI"
"2022;MEJOR LARGOMETRAJE DOCUMENTAL;Ascension;NO;MTV Documentary Films;NO"
"2022;MEJOR LARGOMETRAJE DOCUMENTAL;Attica;NO;Showtime;NO"
"2022;MEJOR LARGOMETRAJE DOCUMENTAL;Flee;NO;NEON;NO"
"2022;MEJOR LARGOMETRAJE DOCUMENTAL;Riding with Fire;NO;HBO Documentary Films;NO"
"2022;MEJOR DIRECTOR;The Power of the Dog;SI;Netflix;SI"
"2022;MEJOR DIRECTOR;Belfast;NO;Focus Features;SI"
"2022;MEJOR DIRECTOR;Drive My Car;NO;The Criterion Collection;NO"
"2022;MEJOR DIRECTOR;Licorice Pizza;NO;Universal Pictures;NO"
"2022;MEJOR DIRECTOR;West Side Story;NO;Amblin Entertainment 20th Century Studios y Walt Disney Studios Motion Pictures;NO"
"2022;MEJOR ACTOR;King Richard;SI;Warner Bros. Pictures;NO"
"2022;MEJOR ACTOR;Being the Ricardos;NO;;NO"
"2022;MEJOR ACTOR;The Power of the Dog;NO;Netflix;SI"
"2022;MEJOR ACTOR;tick tick… BOOM!;NO;Netflix;SI"
"2022;MEJOR ACTOR;The Tragedy of Macbeth;NO;Apple TV+;SI"
"2022;MEJOR ACTRIZ;The Eyes of Tammy Faye;SI;Searchlight Pictures;NO"
"2022;MEJOR ACTRIZ;The Lost Daughter;NO;Netflix;SI"
"2022;MEJOR ACTRIZ;Madres Paralelas;NO;Sony Pictures Classics;NO"
"2022;MEJOR ACTRIZ;Being the Ricardos;NO;;;"
"2022;MEJOR ACTRIZ;Spencer;NO;;;"
"2022;MEJOR PELÍCULA;CODA;SI;Apple TV+;SI"
"2022;MEJOR PELÍCULA;Belfast;NO;Focus Features;NO"
"2022;MEJOR PELÍCULA;Don’t Look Up;NO;Netflix;SI"
"2022;MEJOR PELÍCULA;Drive My Car;NO;The Criterion Collection;NO"
"2022;MEJOR PELÍCULA;Dune;NO;Warner Bros. Pictures;NO"
"2022;MEJOR PELÍCULA;King Richard;NO;Warner Bros. Pictures;NO"
"2022;MEJOR PELÍCULA;Licorice Pizza;NO;Universal Pictures;NO"
"2022;MEJOR PELÍCULA;Nightmare Alley;NO;Searchlight Pictures;NO"
"2022;MEJOR PELÍCULA;The Power of the Dog;NO;Netflix;SI"
"2022;MEJOR PELÍCULA;West Side Story;NO;Amblin Entertainment 20th Century Studios y Walt Disney Studios Motion Pictures;NO"
"2023;MEJOR PELÍCULA;All Quiet on the Western Front;NO;Netflix;SI"
"2023;MEJOR PELÍCULA;Avatar: The Way of Water;NO;20th Century Studio;NO"
"2023;MEJOR PELÍCULA;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR PELÍCULA;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR PELÍCULA;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR PELÍCULA;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR PELÍCULA;Tár;NO;Focus Features;NO"
"2023;MEJOR PELÍCULA;Top Gun: Maverick;NO;Paramount Pictures;NO"
"2023;MEJOR PELÍCULA;Triangle of Sadness;NO;Lionsgate;NO"
"2023;MEJOR PELÍCULA;Women Talking;NO;Orion Pictures;NO"
"2023;MEJOR ACTRIZ DE REPARTO;Black Panther: Wakanda Forever;NO;Walt Disney Studios Motion Pictures;NO"
"2023;MEJOR ACTRIZ DE REPARTO;The Whale;NO;A24;NO"
"2023;MEJOR ACTRIZ DE REPARTO;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR ACTRIZ DE REPARTO;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR ACTRIZ DE REPARTO;Everything Everywhere All at Once;NO;A24;NO"
"2023;MEJOR ACTOR DE REPARTO;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR ACTOR DE REPARTO;Causeway;NO;Apple TV+;SI"
"2023;MEJOR ACTOR DE REPARTO;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR ACTOR DE REPARTO;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR ACTOR DE REPARTO;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR PELÍCULA INTERNACIONAL;All Quiet on the Western Front;SI;Netflix;SI"
"2023;MEJOR PELÍCULA INTERNACIONAL;Argentina 1985;NO;Amazon;SI"
"2023;MEJOR PELÍCULA INTERNACIONAL;Close;NO;Lumière;NO"
"2023;MEJOR PELÍCULA INTERNACIONAL;EO;NO;Tomasz Gąssowski;NO"
"2023;MEJOR PELÍCULA INTERNACIONAL;The Quiet Girl;NO;Break Out Pictures;NO"
"2023;MEJOR CORTO DOCUMENTAL;The Elephant Whisperers;SI;Netflix;SI"
"2023;MEJOR CORTO DOCUMENTAL;Haulout;NO;Albireo Films;NO"
"2023;MEJOR CORTO DOCUMENTAL;How Do You Measure a Year?;NO;No Film School;NI"
"2023;MEJOR CORTO DOCUMENTAL;The Martha Mitchell Effect;NO;Netflix;SI"
"2023;MEJOR CORTO DOCUMENTAL;Stranger at the Gate;NO;The New Yorker;NO"
"2023;MEJOR DOCUMENTAL;All That Breathes;NO;HBO Documentary Films;NO"
"2023;MEJOR DOCUMENTAL;All the Beauty and the Bloodshed;NO;HBO Documentary Films NEON;NO"
"2023;MEJOR DOCUMENTAL;Fire of Love;NO;National Geographic Documentary Films;NO"
"2023;MEJOR DOCUMENTAL;A House Made of Splinters;NO;Cinephil;NO"
"2023;MEJOR DOCUMENTAL;Navalny;SI;Warner Bros.;NO"
"2023;MEJOR CANCIÓN ORIGINAL;Tell It like a Woman;NO;Samuel Goldwyn Films;NO"
"2023;MEJOR CANCIÓN ORIGINAL;Top Gun: Maverick;NO;Paramount Pictures;NO"
"2023;MEJOR CANCIÓN ORIGINAL;Black Panther: Wakanda Forever;NO;Walt Disney Studios Motion Pictures;NO"
"2023;MEJOR CANCIÓN ORIGINAL;RRR;SI;Pen Studios;NO"
"2023;MEJOR CANCIÓN ORIGINAL;Everything Everywhere All at Once;NO;A24;NO"
"2023;MEJOR PELÍCULA ANIMADA;Pinocchio Guillermo del Toro;SI;Netflix;SI"
"2023;MEJOR PELÍCULA ANIMADA;Marcel the Shell With Shoes On;NO;A24;NO"
"2023;MEJOR PELÍCULA ANIMADA;Puss in Boots: The Last Wish;NO;Universal Pictures;NO"
"2023;MEJOR PELÍCULA ANIMADA;The Sea Beast;NO;Netflix;SI"
"2023;MEJOR PELÍCULA ANIMADA;Turning Red;NO;Walt Disney Studios Motion Pictures;NO"
"2023;MEJOR GUION ADAPTADO;All Quiet on the Western Front;NO;Netflix;SI"
"2023;MEJOR GUION ADAPTADO;Glass Onion: A Knives Out Mystery;NO;Lionsgate;NO"
"2023;MEJOR GUION ADAPTADO;Living;NO;Sony Pictures Classics;NO"
"2023;MEJOR GUION ADAPTADO;Top Gun: Maverick;NO;Paramount Pictures;NO"
"2023;MEJOR GUION ADAPTADO;Women Talking;SI;Orion Pictures;NO"
"2023;MEJOR GUION ORIGINAL;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR GUION ORIGINAL;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR GUION ORIGINAL;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR GUION ORIGINAL;Tár;NO;Focus Features;NO"
"2023;MEJOR GUION ORIGINAL;Triangle of Sadness;NO;Lionsgate;NO"
"2023;MEJOR ACTOR PRINCIPAL;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR ACTOR PRINCIPAL;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR ACTOR PRINCIPAL;The Whale;SI;A24;NO"
"2023;MEJOR ACTOR PRINCIPAL;Aftersun;NO;A24;NO"
"2023;MEJOR ACTOR PRINCIPAL;Living;NO;Sony Pictures Classics;NO"
"2023;MEJOR ACTRIZ PRINCIPAL;Tár;NO;Focus Features;NO"
"2023;MEJOR ACTRIZ PRINCIPAL;Blonde;NO;Netflix;SI"
"2023;MEJOR ACTRIZ PRINCIPAL;To Leslie;NO;Momentum Pictures;NO"
"2023;MEJOR ACTRIZ PRINCIPAL;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR ACTRIZ PRINCIPAL;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR DIRECTOR;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR DIRECTOR;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR DIRECTOR;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR DIRECTOR;Tár;NO;Focus Features;NO"
"2023;MEJOR DIRECTOR;Triangle of Sadness;NO;Lionsgate;NO"
"2023;MEJOR DISEÑO DE PRODUCCIÓN;All Quiet on the Western Front;SI;Netflix;SI"
"2023;MEJOR DISEÑO DE PRODUCCIÓN;Avatar: The Way of Water;NO;20th Century Studio;NO"
"2023;MEJOR DISEÑO DE PRODUCCIÓN;Babylon;NO;Paramount Pictures;NO"
"2023;MEJOR DISEÑO DE PRODUCCIÓN;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR DISEÑO DE PRODUCCIÓN;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJOR FOTOGRAFÍA;All Quiet on the Western Front;SI;Netflix;SI"
"2023;MEJOR FOTOGRAFÍA;False Chronicle of a Handful of Truths;NO;Netflix;SI"
"2023;MEJOR FOTOGRAFÍA;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR FOTOGRAFÍA;Empire of Light;NO;Searchlight Pictures;NO"
"2023;MEJOR FOTOGRAFÍA;Tár;NO;Focus Features;NO"
"2023;MEJOR DISEÑO DE VESTUARIO;Babylon;NO;Paramount Pictures;NO"
"2023;MEJOR DISEÑO DE VESTUARIO;Black Panther: Wakanda Forever;SI;—;NO"
"2023;MEJOR DISEÑO DE VESTUARIO;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR DISEÑO DE VESTUARIO;Everything Everywhere All at Once;NO;A24;NO"
"2023;MEJOR DISEÑO DE VESTUARIO;Mrs. Harris Goes to Paris;NO;—;NO"
"2023;MEJOR SONIDO;All Quiet on the Western Front;NO;Netflix;SI"
"2023;MEJOR SONIDO;Avatar: The Way of Water;NO;20th Century Studio;NO"
"2023;MEJOR SONIDO;The Batman;NO;Warner Bros. Pictures;NO"
"2023;MEJOR SONIDO;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR SONIDO;Top Gun: Maverick;SI;Paramount Pictures;NO"
"2023;MEJOR CORTO ANIMADO;The Boythe Mole the Fox and the Horse;SI;Apple TV+;SI"
"2023;MEJOR CORTO ANIMADO;The Flying Sailor;NO;National Film Board of Canada;NO"
"2023;MEJOR CORTO ANIMADO;Ice Merchants;NO;Cola Animation;NO"
"2023;MEJOR CORTO ANIMADO;My Year of Dicks;NO;Pamela Ribon; Sara Gunnarsdóttir;NO"
"2023;MEJOR CORTO ANIMADO;An Ostrich Told Me the World Is Fake and I Think I Believe It;NO;Griffith Film School;NO"
"2023;MEJOR CORTOMETRAJE;An Irish Goodbye;SI;Northern Ireland Screen;NO"
"2023;MEJOR CORTOMETRAJE;Ivalu;NO;Filmkollektivet;NO"
"2023;MEJOR CORTOMETRAJE;Le Pupille;NO;Disney+;SI"
"2023;MEJOR CORTOMETRAJE;Night Ride;NO;Norwegian Film Institute;NO"
"2023;MEJOR CORTOMETRAJE;The Red Suitcase;NO;Filmkollektivet;NO"
"2023;MEJOR BANDA SONORA;All Quiet on the Western Front;SI;Netflix;SI"
"2023;MEJOR BANDA SONORA;Babylon;NO;Paramount Pictures;NO"
"2023;MEJOR BANDA SONORA;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR BANDA SONORA;Everything Everywhere All at Once;NO;A24;NO"
"2023;MEJOR BANDA SONORA;The Fabelmans;NO;Universal Pictures;NO"
"2023;MEJORES EFECTOS VISUALES;All Quiet on the Western Front;NO;Netflix;SI"
"2023;MEJORES EFECTOS VISUALES;Avatar: The Way of Water;SI;20th Century Studio;NO"
"2023;MEJORES EFECTOS VISUALES;The Batman;NO;Warner Bros. Pictures;NO"
"2023;MEJORES EFECTOS VISUALES;Black Panther: Wakanda Forever;NO;—;NO"
"2023;MEJORES EFECTOS VISUALES;Top Gun: Maverick;NO;Paramount Pictures;NO"
"2023;MEJOR EDICIÓN;The Banshees of Inisherin;NO;Searchlight Pictures;NO"
"2023;MEJOR EDICIÓN;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR EDICIÓN;Everything Everywhere All at Once;SI;A24;NO"
"2023;MEJOR EDICIÓN;Tár;NO;Focus Features;NO"
"2023;MEJOR EDICIÓN;Top Gun: Maverick;NO;Paramount Pictures;NO"
"2023;MEJOR MAQUILLAJE;All Quiet on the Western Front;NO;Netflix;SI"
"2023;MEJOR MAQUILLAJE;The Batman;NO;Warner Bros. Pictures;NO"
"2023;MEJOR MAQUILLAJE;Black Panther: Wakanda Forever;NO;—;NO"
"2023;MEJOR MAQUILLAJE;Elvis;NO;Warner Bros. Pictures;NO"
"2023;MEJOR MAQUILLAJE;The Whale;SI;A24;NO"
"2024;MEJOR PELÍCULA;Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR PELÍCULA;American Fiction;NO;Orion Pictures;NO"
"2024;MEJOR PELÍCULA;Anatomy of a Fall;NO;NEON;NO"
"2024;MEJOR PELÍCULA;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR PELÍCULA;The Holdovers;NO;Focus Features;NO"
"2024;MEJOR PELÍCULA;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR PELÍCULA;Maestro;NO;Netflix;SI"
"2024;MEJOR PELÍCULA;Past Lives;NO;A24;NO"
"2024;MEJOR PELÍCULA;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR PELÍCULA;The Zone of Interest;NO;A24;NO"
"2024;MEJOR ACTRIZ DE REPARTO;The Holdovers;SI;Focus Features;NO"
"2024;MEJOR ACTRIZ DE REPARTO; Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR ACTRIZ DE REPARTO;The Color Purple;NO;Warner Bros. Pictures;NO"
"2024;MEJOR ACTRIZ DE REPARTO;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR ACTRIZ DE REPARTO;Nyad;NO;Netflix;SI"
"2024;MEJOR CORTO ANIMADO;War Is Over! Inspired by the Music of John & Yoko;SI;ElectroLeague;NO"
"2024;MEJOR CORTO ANIMADO;Letter to a Pig;NO;Miyu Productions;NO"
"2024;MEJOR CORTO ANIMADO;Ninety-Five Senses;NO;MAST Studio;NO"
"2024;MEJOR CORTO ANIMADO;Our Uniform;NO;Yegane Moghaddam;NO"
"2024;MEJOR CORTO ANIMADO;Pachyderme;NO;TNZPV Productions;NO"
"2024;MEJOR PELÍCULA ANIMADA;The Boy and the Heron;SI;Studio Ghibli;NO"
"2024;MEJOR PELÍCULA ANIMADA;Elemental;NO;Pixar Animation Studios;NO"
"2024;MEJOR PELÍCULA ANIMADA;Nimona;NO;Netflix;SI"
"2024;MEJOR PELÍCULA ANIMADA;Robot Dreams;NO;NEON;NO"
"2024;MEJOR PELÍCULA ANIMADA;Spider-Man: Across the Spider-Verse;NO;Sony Pictures Animation Marvel Entertainment;NO"
"2024;MEJOR GUION ORIGINAL;Anatomy of a Fall;SI;NEON;NO"
"2024;MEJOR GUION ORIGINAL;The Holdovers;NO;Focus Features;NO"
"2024;MEJOR GUION ORIGINAL;Maestro;NO;Netflix;SI"
"2024;MEJOR GUION ORIGINAL;May December;NO;Netflix;SI"
"2024;MEJOR GUION ORIGINAL;Past Lives;NO;A24;NO"
"2024;MEJOR GUION ADAPTADO;American Fiction;SI;A24;NO"
"2024;MEJOR GUION ADAPTADO;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR GUION ADAPTADO;Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR GUION ADAPTADO;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR GUION ADAPTADO;The Zone of Interest;NO;A24;NO"
"2024;MEJOR MAQUILLAJE;Poor Things;SI;Searchlight Pictures;NO"
"2024;MEJOR MAQUILLAJE;Golda;NO;Bleecker Street ShivHans Pictures;NO"
"2024;MEJOR MAQUILLAJE;Maestro;NO;Netflix;SI"
"2024;MEJOR MAQUILLAJE;Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR MAQUILLAJE;Society of the Snow;NO;Netflix;SI"
"2024;MEJOR DISEÑO DE PRODUCCIÓN;Poor Things;SI;Searchlight Pictures;NO"
"2024;MEJOR DISEÑO DE PRODUCCIÓN;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR DISEÑO DE PRODUCCIÓN;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR DISEÑO DE PRODUCCIÓN;Napoleon;NO;Columbia Pictures;NO"
"2024;MEJOR DISEÑO DE PRODUCCIÓN;Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR DISEÑO DE VESTUARIO;Poor Things;SI;Searchlight Pictures;NO"
"2024;MEJOR DISEÑO DE VESTUARIO;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR DISEÑO DE VESTUARIO;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR DISEÑO DE VESTUARIO;Napoleon;NO;Columbia Pictures;NO"
"2024;MEJOR DISEÑO DE VESTUARIO;Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR PELÍCULA INTERNACIONAL;The Zone of Interest;SI;A24;NO"
"2024;MEJOR PELÍCULA INTERNACIONAL;The Teachers’ Lounge;NO;Alamode Film;NO"
"2024;MEJOR PELÍCULA INTERNACIONAL;Io Capitano;NO;Lucky Red;NO"
"2024;MEJOR PELÍCULA INTERNACIONAL;Perfect Days;NO;Bitters End;NO"
"2024;MEJOR PELÍCULA INTERNACIONAL;Society of the Snow;NO;Netflix;SI"
"2024;MEJOR ACTOR DE REPARTO; Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR ACTOR DE REPARTO; American Fiction;NO;A24;NO"
"2024;MEJOR ACTOR DE REPARTO;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR ACTOR DE REPARTO;Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR ACTOR DE REPARTO;May December;NO;Netflix;SI"
"2024;MEJOR ACTOR DE REPARTO;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJORES EFECTOS VISUALES;Godzilla Minus One;SI;Toho Co;Ltd.;NO"
"2024;MEJORES EFECTOS VISUALES;The Creator;NO;20th Century Studios;NO"
"2024;MEJORES EFECTOS VISUALES;Guardians of the Galaxy Vol. 3;NO;Marvel Studios;NO"
"2024;MEJORES EFECTOS VISUALES;Mission: Impossible — Dead Reckoning Part One;NO;Paramount Pictures;NO"
"2024;MEJORES EFECTOS VISUALES;Napoleon;NO;Columbia Pictures;NO"
"2024;MEJOR EDICIÓN;Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR EDICIÓN;Anatomy of a Fall;NO;NEON;NO"
"2024;MEJOR EDICIÓN;The Holdovers;NO;Focus Features;NO"
"2024;MEJOR EDICIÓN;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR EDICIÓN;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR CORTO DOCUMENTAL;The Last Repair Shop;SI;Searchlight Pictures;NO"
"2024;MEJOR CORTO DOCUMENTAL;The ABCs of Book Banning;NO;Paramount+​;SI"
"2024;MEJOR CORTO DOCUMENTAL;The Barber of Little Rock;NO;Little Rock Films​;NO"
"2024;MEJOR CORTO DOCUMENTAL;Island In Between;NO;Island Films​;NO"
"2024;MEJOR CORTO DOCUMENTAL;Nǎi Nai & Wài Pó;NO;Disney+;SI"
"2024;MEJOR DOCUMENTAL;20 Days in Mariupol;SI;PBS;NO"
"2024;MEJOR DOCUMENTAL;Bobi Wine: The People’s President;NO;National Geographic Documentary Films;NO"
"2024;MEJOR DOCUMENTAL;The Eternal Memory;NO;MTV Documentary Films;NO"
"2024;MEJOR DOCUMENTAL;Four Daughters;NO;Kino Lorber;NO"
"2024;MEJOR DOCUMENTAL;To Kill a Tiger;NO;Netflix;SI"
"2024;MEJOR FOTOGRAFÍA;Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR FOTOGRAFÍA;El Conde;NO;Netflix;SI"
"2024;MEJOR FOTOGRAFÍA;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR FOTOGRAFÍA;Maestro;NO;Netflix;SI"
"2024;MEJOR FOTOGRAFÍA;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR CORTOMETRAJE;The Wonderful Story of Henry Sugar;SI;Netflix;SI"
"2024;MEJOR CORTOMETRAJE;The After;NO;Netflix;SI"
"2024;MEJOR CORTOMETRAJE;Invincible;NO;Amazon;NO"
"2024;MEJOR CORTOMETRAJE;Knight of Fortune;NO;Jalabert Productions;SI"
"2024;MEJOR CORTOMETRAJE;Red White and Blue;NO;Amazon;SI"
"2024;MEJOR SONIDO;The Zone of Interest;SI;A24;NO"
"2024;MEJOR SONIDO;The Creator;NO;20th Century Studios;NO"
"2024;MEJOR SONIDO;Maestro;NO;Netflix;SI"
"2024;MEJOR SONIDO;Mission: Impossible - Dead Reckoning Part One;NO;Paramount Pictures;NO"
"2024;MEJOR SONIDO;Oppenheimer;NO;Universal Pictures;NO"
"2024;MEJOR BANDA SONORA;Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR BANDA SONORA;American Fiction;NO;Orion Pictures;NO"
"2024;MEJOR BANDA SONORA;Indiana Jones and the Dial of Destiny;NO;Lucasfilm Ltd, Walt Disney Studios Motion Pictures;NO"
"2024;MEJOR BANDA SONORA;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR BANDA SONORA;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR CANCIÓN ORIGINAL;What Was I Made For? de Barbie;SI;Warner Bros. Pictures;NO"
"2024;MEJOR CANCIÓN ORIGINAL;The Fire Inside de Flamin’ Hot;NO;Searchlight Pictures;NO"
"2024;MEJOR CANCIÓN ORIGINAL;I’m Just Ken de Barbie;NO;Warner Bros. Pictures;NO"
"2024;MEJOR CANCIÓN ORIGINAL;It Never Went Away de American Symphony;NO;INDEPENDIENTE,NO"
"2024;MEJOR CANCIÓN ORIGINAL;Wahzhazhe (A Song for My People) de Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR ACTOR PRINCIPAL;Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR ACTOR PRINCIPAL;Maestro;NO;Netflix;SI"
"2024;MEJOR ACTOR PRINCIPAL;NO;Netflix;SI"
"2024;MEJOR ACTOR PRINCIPAL;The Holdovers;NO;Focus Features;NO"
"2024;MEJOR ACTOR PRINCIPAL;American Fiction;NO;Orion Pictures;NO"
"2024;MEJOR DIRECTOR; Oppenheimer;SI;Universal Pictures;NO"
"2024;MEJOR DIRECTOR;Anatomy of a Fall;NO;NEON;NO"
"2024;MEJOR DIRECTOR;Killers of the Flower Moon;NO;Paramount Pictures;NO"
"2024;MEJOR DIRECTOR;Poor Things;NO;Searchlight Pictures;NO"
"2024;MEJOR DIRECTOR;The Zone of Interest;NO;A24;NO"
"2024;MEJOR ACTRIZ PRINCIPAL;Emma Stone, Poor Things;SI;Searchlight Pictures;;"
"2024;MEJOR ACTRIZ PRINCIPAL;Annette Bening, Nyad;NO;Netflix;;"
"2024;MEJOR ACTRIZ PRINCIPAL;Lily Gladstone, Killers of the Flower Moon;NO;Paramount Pictures;;"
"2024;MEJOR ACTRIZ PRINCIPAL;Sandra Hüller, Anatomy of a Fall;NO;NEON;;"
"2024;MEJOR ACTRIZ PRINCIPAL;Carey Mulligan, Maestro;NO;Netflix;;"
"2025;MEJOR PELÍCULA;Anora;SI;NEON;;"
"2025;MEJOR PELÍCULA;The Brutalist;NO;A24;;"
"2025;MEJOR PELÍCULA;A Complete Unknown;NO;Searchlight Pictures;;"
"2025;MEJOR PELÍCULA;Conclave;NO;Focus Features;;"
"2025;MEJOR PELÍCULA;Dune: Part Two;NO;Warner Bros. Pictures;;"
"2025;MEJOR PELÍCULA;Emilia Pérez;NO;Netflix;;"
"2025;MEJOR PELÍCULA;I’m Still Here;NO;MUBI;;"
"2025;MEJOR PELÍCULA;Nickel Boys;NO;Amazon;;"
"2025;MEJOR PELÍCULA;The Substance;NO;MUBI;;"
"2025;MEJOR PELÍCULA;Wicked;NO;Universal Pictures;;"
"2025;MEJOR ACTOR PRINCIPAL;Adrien Brody;"" The Brutalist;SI;A24"";"
"2025;MEJOR ACTOR PRINCIPAL;Timothée Chalamet;"" A Complete Unknown;NO;Searchlight Pictures"";"
"2025;MEJOR ACTOR PRINCIPAL;Colman Domingo;"" Sing Sing;NO;A24"";"
"2025;MEJOR ACTOR PRINCIPAL;Ralph Fiennes;"" Conclave;NO;Focus Features"";"
"2025;MEJOR ACTOR PRINCIPAL;Sebastian Stan;"" The Apprentice;NO;Briarcliff Entertainment"";"
"2025;MEJOR ACTRIZ PRINCIPAL;Cynthia Erivo;"" Wicked;NO;Universal Pictures"";"
"2025;MEJOR ACTRIZ PRINCIPAL;Karla Sofía Gascón;"" Emilia Pérez;NO;Netflix"";"
"2025;MEJOR ACTRIZ PRINCIPAL;Mikey Madison;"" Anora;SI;NEON"";"
"2025;MEJOR ACTRIZ PRINCIPAL;Demi Moore;"" The Substance;NO;MUBI"";"
"2025;MEJOR ACTRIZ PRINCIPAL;Fernanda Torres;"" I’m Still Here;NO;MUBI"";"
"2025;MEJOR ACTOR DE REPARTO;Yura Borisov;"" Anora;NO;NEON"";"
"2025;MEJOR ACTOR DE REPARTO;Kieran Culkin;"" A Real Pain;SI;Searchlight Pictures"";"
"2025;MEJOR ACTOR DE REPARTO;Edward Norton;"" A Complete Unknown;NO;Searchlight Pictures"";"
"2025;MEJOR ACTOR DE REPARTO;Guy Pearce;"" The Brutalist;NO;A24"";"
"2025;MEJOR ACTOR DE REPARTO;Jeremy Strong;"" The Apprentice;NO;Briarcliff Entertainment"";"
"2025;MEJOR ACTRIZ DE REPARTO;Monika Barbara;"" A Complete Unknown;NO;Searchlight Pictures"";"
"2025;MEJOR ACTRIZ DE REPARTO;Ariana Grande;"" Wicked;NO;Universal Pictures"";"
"2025;MEJOR ACTRIZ DE REPARTO;Felicity Jones;"" The Brutalist;NO;A24"";"
